Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Wind Speed,Wind Gust,Wind Direction,Precipitation,Precipitation Cover,Snow Depth,Visibility,Sea Level Pressure,Weather Type,Latitude,Longitude,Info
"nyc",07/18/2017,74.1,87.9,80.1,70.9,74.65,7.9,33.3,214.04,0,0,,9.8,1018.2,"",40.71455,-74.00714,""
"nyc",07/19/2017,75,92.8,84.3,69.4,64.22,11.2,53.9,253.3,0,8.33,,10,1016.2,"",40.71455,-74.00714,""
"nyc",07/20/2017,78.2,96,85.1,70.8,64.13,10.2,62.2,234.82,0.1,12.5,,10,1013.5,"Light Rain",40.71455,-74.00714,""
"nyc",07/21/2017,75.9,92.8,84.1,68.7,62.04,12.5,48.3,262.29,0,12.5,,9.9,1011.7,"",40.71455,-74.00714,""
"nyc",07/22/2017,77.2,91.1,83.9,67.7,59.65,6.9,31.1,183.92,0,4.17,,9.7,1010.2,"Light Rain",40.71455,-74.00714,""
"nyc",07/23/2017,71.8,80.7,75.6,69.1,80.66,10.1,,151.86,0.9,25,,9.2,1008.9,"Mist, Heavy Rain, Light Rain, Smoke Or Haze",40.71455,-74.00714,""
"nyc",07/24/2017,65.9,74,69.9,64.7,83.98,20.6,35.6,56.21,1.1,37.5,,9.1,1010,"Mist, Rain, Heavy Rain, Light Rain",40.71455,-74.00714,""
"nyc",07/25/2017,64.1,73,68.2,61.2,78.51,11.3,,51.83,0,8.33,,9.8,1018.6,"",40.71455,-74.00714,""
"nyc",07/26/2017,67.9,78.1,72,58.7,63.75,12.6,43.6,122.58,0.1,12.5,,9.9,1022.7,"",40.71455,-74.00714,""
"nyc",07/27/2017,66.8,78.1,72.9,65.8,78.34,10.1,45.9,218.29,0,16.67,,9.8,1015.6,"Light Rain",40.71455,-74.00714,""
"nyc",07/28/2017,73.1,83.9,77.6,69.8,77.75,8.9,49.4,134.3,0,4.17,,9.5,1010.1,"Mist, Smoke Or Haze",40.71455,-74.00714,""
"nyc",07/29/2017,70,78.1,74.1,58.1,57.66,20.5,33.3,39.08,0,0,,10,1009.2,"",40.71455,-74.00714,""
"nyc",07/30/2017,65.9,83.8,74.8,55.3,51.96,13.6,,135.14,0,0,,10,1015.3,"",40.71455,-74.00714,""
"nyc",07/31/2017,69.1,88.9,78.2,59.9,54.45,12.2,,237.64,0,12.5,,10,1017.3,"",40.71455,-74.00714,""
"nyc",08/01/2017,74.1,89.9,81.1,65.3,59.82,19.1,53.9,205.26,0.3,37.5,,9.9,1016.6,"",40.71455,-74.00714,""
"nyc",08/02/2017,71.7,84,76.6,68.9,77.45,9.3,40.2,171.36,0.8,25,,9.5,1017.6,"Lightning Without Thunder, Mist, Thunderstorm, Light Rain, Smoke Or Haze",40.71455,-74.00714,""
"nyc",08/03/2017,70.9,86.1,77.4,67.6,72.86,11.2,45.9,179.21,0,4.17,,9.9,1019,"Lightning Without Thunder, Mist, Smoke Or Haze",40.71455,-74.00714,""
"nyc",08/04/2017,71,84.8,77.4,69,76.55,15.1,29.8,174,1,25,,9.7,1016.4,"Lightning Without Thunder, Mist, Thunderstorm, Light Rain",40.71455,-74.00714,""
"nyc",08/05/2017,70.9,80.7,75.5,65.4,72.88,15.8,49.4,238.25,0.4,25,,9.7,1011.9,"Lightning Without Thunder, Mist, Rain, Thunderstorm, Heavy Rain, Light Rain",40.71455,-74.00714,""
"nyc",08/06/2017,66.5,78.1,72.2,54.7,54.64,12.5,32.2,278.88,0,4.17,,10,1018.1,"",40.71455,-74.00714,""
"nyc",08/07/2017,66.2,71.8,69.1,62.4,80.36,10.3,41.4,160.83,0.4,58.33,,9,1017.4,"Mist, Light Drizzle, Rain, Light Rain",40.71455,-74.00714,""
"nyc",08/08/2017,65.9,81.9,73.2,62.8,72.06,8.8,,204.12,0,8.33,,9.7,1014.2,"Mist, Light Drizzle",40.71455,-74.00714,""
"nyc",08/09/2017,69.9,84.6,76.3,59.4,57.17,10.3,40.3,220.68,0,4.17,,10,1021.6,"",40.71455,-74.00714,""
"nyc",08/10/2017,70,84.7,76,62.6,64.28,11.2,44.7,218.67,0,0,,9.9,1022.9,"",40.71455,-74.00714,""
"nyc",08/11/2017,70.9,80.9,75.2,62,64.09,11.4,53.9,200.71,0,4.17,,10,1019.8,"Light Rain",40.71455,-74.00714,""
"nyc",08/12/2017,66.8,78.1,72.7,66.7,81.75,8.1,34.4,148.38,0.1,25,,9.5,1013.9,"Mist, Rain, Light Rain",40.71455,-74.00714,""
"nyc",08/13/2017,71.8,85.9,78,64.4,65.61,10.3,,278.29,0,0,,10,1013.1,"",40.71455,-74.00714,""
"nyc",08/14/2017,71.9,80.8,76.7,64.9,67.64,10.1,37.8,152,0,8.33,,10,1015.9,"",40.71455,-74.00714,""
"nyc",08/15/2017,69.1,74.9,72.6,69,88.7,9.1,,180.67,0.2,50,,8.3,1013.3,"Mist, Rain, Heavy Rain, Light Rain",40.71455,-74.00714,""
"nyc",08/16/2017,70.9,88.7,79.2,65.9,67.4,7.8,52.8,247.5,0,8.33,,9.3,1014.1,"Mist, Light Rain",40.71455,-74.00714,""
"nyc",08/17/2017,73,82.1,77.4,63.1,62.3,11.3,49.4,99.21,0.1,8.33,,9.9,1016.5,"",40.71455,-74.00714,""
"nyc",08/18/2017,74,82.1,77,73.2,88.26,12.4,67.8,211.3,0.6,37.5,,9.3,1010.9,"Lightning Without Thunder, Mist, Thunderstorm, Rain, Fog, Heavy Rain, Light Rain",40.71455,-74.00714,""
"nyc",08/19/2017,74,88.8,80.4,68.8,70.38,10.2,,249.25,0,12.5,,9.9,1010,"Mist, Light Rain",40.71455,-74.00714,""
"nyc",08/20/2017,70.9,85.9,78.5,62.3,59.06,10,,290.38,0,0,,10,1016.7,"",40.71455,-74.00714,""
"nyc",08/21/2017,71.9,87.1,79.1,66.3,65.97,11.4,56.4,235,0,8.33,,9.8,1020.9,"",40.71455,-74.00714,""
"nyc",08/22/2017,74.1,91,81.1,72.6,76.69,24.6,37.7,230.54,0,0,,9.4,1013.6,"Lightning Without Thunder, Mist, Thunderstorm, Light Rain, Smoke Or Haze",40.71455,-74.00714,""
"nyc",08/23/2017,73.1,84.6,78.1,62.2,62.65,15.1,37.8,287.88,0.3,25,,9.8,1009.6,"Lightning Without Thunder, Mist, Rain, Thunderstorm, Light Rain",40.71455,-74.00714,""
"nyc",08/24/2017,69.1,82.8,75.6,54.9,49.55,10.2,43.6,276.67,0,8.33,,10,1013.2,"",40.71455,-74.00714,""
"nyc",08/25/2017,66.7,79.9,73.5,56.1,55.53,9,51.7,185.09,0,4.17,,10,1018.7,"",40.71455,-74.00714,""
"nyc",08/26/2017,66.6,80.6,73.3,52.2,49.07,9.1,39.1,111.14,0,8.33,,9.9,1023.8,"Smoke Or Haze",40.71455,-74.00714,""
"nyc",08/27/2017,66.7,79.8,72.6,55.4,55.62,11.3,41.4,74.71,0,0,,10,1024.4,"",40.71455,-74.00714,""
"nyc",08/28/2017,66.7,75.8,70.8,56.9,61.93,12.7,,62.38,0,0,,10,1025.1,"",40.71455,-74.00714,""
"nyc",08/29/2017,63.2,70,66.6,59.7,78.86,17.1,,45.08,0.2,41.67,,9.9,1021.4,"Mist, Light Rain",40.71455,-74.00714,""
"nyc",08/30/2017,62.8,81.9,70.8,57.2,65.01,13.3,36.7,218.04,0,25,,9.9,1014.2,"Mist, Light Rain",40.71455,-74.00714,""
"nyc",08/31/2017,65.9,83.7,73.7,59.4,62.4,10.3,44.7,281.67,0.1,16.67,,10,1013.1,"",40.71455,-74.00714,""
"nyc",09/01/2017,57.7,73.8,66.3,44.8,47.16,11.3,44.7,300.67,0.1,20.83,,10,1019,"",40.71455,-74.00714,""
"nyc",09/02/2017,55.6,69.1,64,51,63.87,13.5,,54.71,0.3,16.67,,9.8,1022.3,"Mist, Heavy Rain, Light Rain",40.71455,-74.00714,""
"nyc",09/03/2017,60.1,72.9,65.5,61,86.16,17.9,48.3,154.75,0.5,54.17,,8.8,1013.4,"Mist, Heavy Rain, Light Rain",40.71455,-74.00714,""
"nyc",09/04/2017,64.1,82,71.7,58.9,65.71,14.6,37.8,250.88,0,8.33,,10,1013.1,"",40.71455,-74.00714,""
"nyc",09/05/2017,70,87,76.4,66.3,71.79,19.9,41.4,227.13,0,4.17,,9.9,1008.9,"",40.71455,-74.00714,""
"nyc",09/06/2017,64,72,68.4,62.8,82.48,12.5,39.1,175.57,0.3,45.83,,9.6,1011.2,"Mist, Rain, Light Rain",40.71455,-74.00714,""
"nyc",09/07/2017,61.6,74.7,67,56.9,72.38,16.8,,235.33,0.1,20.83,,9.9,1012,"Mist, Light Rain",40.71455,-74.00714,""
"nyc",09/08/2017,60.2,73.8,66.9,52.2,60.24,15,58.6,266.46,0.1,25,,10,1018.8,"",40.71455,-74.00714,""
"nyc",09/09/2017,58.1,70.9,64.7,50.5,61.01,11.3,44.7,271.46,0,12.5,,10,1024.1,"",40.71455,-74.00714,""
"nyc",09/10/2017,60,75.6,67.2,51.3,58.48,13.7,42.5,154.3,0,4.17,,10,1027.4,"",40.71455,-74.00714,""
"nyc",09/11/2017,60,79.8,69.2,51,54.2,7.9,35.6,206.67,0,0,,10,1024.8,"",40.71455,-74.00714,""
"nyc",09/12/2017,64.8,80.8,71.9,56.9,60.13,8.9,50.6,234.67,0,0,,9.9,1016.2,"",40.71455,-74.00714,""
"nyc",09/13/2017,65,82.1,71.5,62.8,75.48,9.2,57.5,249.29,0.1,20.83,,10,1012.3,"Light Rain",40.71455,-74.00714,""
"nyc",09/14/2017,69.2,82.1,74.5,67.5,79.93,10.3,,225.58,0,4.17,,9.5,1011.6,"Mist",40.71455,-74.00714,""
"nyc",09/15/2017,68.1,82.1,75,65.3,72.65,7.9,42.5,223.04,0,8.33,,9.9,1016.5,"",40.71455,-74.00714,""
"nyc",09/16/2017,70.9,82,74.2,68.5,82.89,10.1,49.4,112.35,0,4.17,,8.4,1020.2,"Mist, Smoke Or Haze",40.71455,-74.00714,""
"nyc",09/17/2017,69.2,82,73.2,66.9,81.66,9,,180.48,0,0,,8.3,1020.4,"Mist, Smoke Or Haze",40.71455,-74.00714,""
"nyc",09/18/2017,69.2,74,71.2,66.1,84.04,14.7,,58.38,0,0,,9.6,1019.5,"Mist, Light Drizzle, Light Rain",40.71455,-74.00714,""
"nyc",09/19/2017,71,77.1,72.8,66,79.57,22.7,33.3,37.62,0.1,20.83,,9.8,1014.8,"Mist, Rain, Light Rain, Smoke Or Haze",40.71455,-74.00714,""
"nyc",09/20/2017,71.8,79.9,75.5,65.2,70.68,12.1,41.4,200.5,0,16.67,,10,1011.4,"",40.71455,-74.00714,""
"nyc",09/21/2017,71.9,83.7,76.5,64.2,66.65,17.7,55.3,247.04,0.1,12.5,,9.9,1015.3,"Squalls",40.71455,-74.00714,""
"nyc",09/22/2017,68,84.6,75.8,56.4,51.57,15.8,37.8,146.88,0,12.5,,10,1015.3,"",40.71455,-74.00714,""
"nyc",09/23/2017,70,89.7,78.9,56.4,47.78,13.8,40.3,211.88,0.1,8.33,,9.9,1016.2,"",40.71455,-74.00714,""
"nyc",09/24/2017,73,93.6,80.1,64.1,59.33,5.8,50.6,141.35,0,0,,10,1017.4,"",40.71455,-74.00714,""
"nyc",09/25/2017,71.8,87.1,77.8,66.9,70.66,9,43.6,118,0,0,,9.9,1017.1,"",40.71455,-74.00714,""
"nyc",09/26/2017,70,82.9,74.4,67.6,79.65,9.2,55.3,117.26,0,4.17,,10,1016.3,"Smoke Or Haze",40.71455,-74.00714,""
"nyc",09/27/2017,71.8,87.8,78.1,70.2,77.28,11,43.6,67.21,0,0,,9.9,1011.5,"",40.71455,-74.00714,""
"nyc",09/28/2017,64,80.7,74.4,58.9,61.38,8,59.7,241.17,0.1,12.5,,10,1008.6,"Mist, Fog",40.71455,-74.00714,""
"nyc",09/29/2017,57.7,70.8,64.2,47.5,55.3,11.1,50.6,254.95,0.1,12.5,,10,1016.5,"",40.71455,-74.00714,""
"nyc",09/30/2017,57.7,68.9,62.7,51.4,67.08,13.8,40.3,196.46,0,0,,10,1020.4,"",40.71455,-74.00714,""
"nyc",10/01/2017,56.6,70.8,63,48.7,61.41,13.7,35.6,136.21,0,8.33,,10,1027.6,"",40.71455,-74.00714,""
"nyc",10/02/2017,58.8,74.8,65.7,48.6,55.38,11.1,47.2,162.55,0,4.17,,10,1029.3,"Light Rain",40.71455,-74.00714,""
"nyc",10/03/2017,61,71.8,65.2,51.6,62.25,10,,115.04,0,0,,10,1035.3,"",40.71455,-74.00714,""
"nyc",10/04/2017,59,78,66.9,56.1,69.06,12.8,39.1,247.08,0,8.33,,10,1028.5,"",40.71455,-74.00714,""
"nyc",10/05/2017,65,82.2,72.5,61.2,68.56,13.7,49.4,253.5,0,4.17,,10,1019.3,"Light Rain",40.71455,-74.00714,""
"nyc",10/06/2017,69.2,83.8,73.3,64.7,75.98,13.4,48.3,221.29,0,12.5,,9.9,1018.3,"Light Rain",40.71455,-74.00714,""
"nyc",10/07/2017,68.1,82,73.4,66.1,78.64,12.5,29.8,156.65,0,0,,9.7,1018.6,"Mist, Smoke Or Haze",40.71455,-74.00714,""
"nyc",10/08/2017,71.9,77,74.4,70.4,87.56,10.2,49.4,239.62,0.3,29.17,,9.6,1014.3,"Mist, Light Rain",40.71455,-74.00714,""
"nyc",10/09/2017,71.9,75.9,73.9,71.7,92.93,14,35.6,213.62,0.2,41.67,,8.9,1013.1,"Mist, Light Drizzle, Light Rain",40.71455,-74.00714,""
"nyc",10/10/2017,69.1,83.7,75.6,63.3,67.02,7.9,45.9,290.67,0.1,20.83,,10,1017,"",40.71455,-74.00714,""
"nyc",10/11/2017,65.8,77,70.9,60.1,69.23,15.8,45.9,52.04,0,16.67,,10,1019.8,"Mist, Light Rain",40.71455,-74.00714,""
"nyc",10/12/2017,57.8,67.9,62.6,52.6,70.51,21.5,29.8,51.79,0,33.33,,10,1026.4,"Light Rain",40.71455,-74.00714,""
"nyc",10/13/2017,55,69.8,61.6,53.8,75.81,15.8,32.2,46.17,0,12.5,,10,1029.2,"",40.71455,-74.00714,""
"nyc",10/14/2017,64,71.8,67.5,62.8,84.9,10.1,29.8,120.25,0,20.83,,9.7,1023.5,"Mist, Light Drizzle, Rain, Light Rain",40.71455,-74.00714,""
"nyc",10/15/2017,65.9,73.1,69,64.2,84.88,14.9,,236.5,0,0,,9.7,1015.5,"Mist, Light Drizzle",40.71455,-74.00714,""
"nyc",10/16/2017,51.9,69.2,61,48.2,63.69,11.2,45.9,310.17,0,12.5,,10,1015.4,"Light Rain",40.71455,-74.00714,""
"nyc",10/17/2017,46.9,63.9,54.1,38.8,57.76,12.5,51.7,209.77,0,0,,10,1025.4,"",40.71455,-74.00714,""
"nyc",10/18/2017,52,74.8,61.3,46.6,59.56,11.1,52.8,249.22,0,0,,10,1025.5,"Smoke Or Haze",40.71455,-74.00714,""
"nyc",10/19/2017,56.9,73.9,64.2,48.6,58.4,12.3,47.2,251.25,0.1,16.67,,9.9,1022.1,"",40.71455,-74.00714,""
"nyc",10/20/2017,60.1,77.9,67.1,43.3,45.49,10.2,42.5,279.62,0,16.67,,10,1020,"",40.71455,-74.00714,""
"nyc",10/21/2017,61.8,79.9,68.1,44.2,43.39,7.9,45.9,231.52,0,8.33,,10,1025.9,"",40.71455,-74.00714,""
"nyc",10/22/2017,60.1,78,66.4,52,61.65,6.9,,206.77,0,0,,10,1028.4,"Smoke Or Haze",40.71455,-74.00714,""
"nyc",10/23/2017,62.8,73.4,68,62.1,82.08,18.3,42.5,142.95,0,0,,9.9,1023.4,"",40.71455,-74.00714,""
"nyc",10/24/2017,68.1,73.2,69.5,65.8,88.1,17.1,45.2,174.88,0.1,33.33,,9.4,1010.1,"Mist, Light Rain",40.71455,-74.00714,""
"nyc",10/25/2017,61,68.1,63.9,51.7,66.42,8.8,50.6,255.92,0.2,37.5,,9.9,1006,"",40.71455,-74.00714,""
"nyc",10/26/2017,53.8,61,57.1,42.7,58.87,13.5,44.7,294.12,0,16.67,,10,1006,"Light Rain",40.71455,-74.00714,""
"nyc",10/27/2017,50,65.7,56.5,41.8,58.79,10,57.5,238.08,0.1,16.67,,10,1017.5,"",40.71455,-74.00714,""
"nyc",10/28/2017,56.9,70,63.1,52.1,68.59,14.8,56.4,213.75,0.1,20.83,,9.9,1015.8,"",40.71455,-74.00714,""
"nyc",10/29/2017,61.9,66.8,64,62,93.41,16.9,41.4,100.25,1.3,83.33,,6.9,1002.3,"Mist, Rain, Fog, Heavy Rain, Light Rain",40.71455,-74.00714,""
"nyc",10/30/2017,48.8,61.1,55.9,44.6,67.64,21.8,51.7,265.91,0.2,41.67,,9.9,996.2,"Mist, Rain, Light Rain",40.71455,-74.00714,""
"nyc",10/31/2017,50,60,54,36.8,53.5,17.9,48.3,265.29,0.1,16.67,,10,1016.9,"",40.71455,-74.00714,""
"nyc",11/01/2017,47.8,60.9,54.1,40.1,59.46,10.2,44.7,87.79,0,16.67,,9.9,1025.9,"",40.71455,-74.00714,""
"nyc",11/02/2017,60.4,74.7,65.9,59.7,81.24,13.4,44.7,182.65,0.1,16.67,,9.7,1023.6,"Mist",40.71455,-74.00714,""
"nyc",11/03/2017,55.9,74,65.7,57.4,75.76,11.3,45.9,272.25,0,12.5,,10,1018.2,"",40.71455,-74.00714,""
"nyc",11/04/2017,46.6,59.9,54,40,59.7,15.8,,101.46,0,4.17,,10,1026,"",40.71455,-74.00714,""
"nyc",11/05/2017,53.6,61.9,58,53.7,85.47,13.6,,81.12,0,28,,8.9,1022.7,"Mist, Light Drizzle, Light Rain",40.71455,-74.00714,""
"nyc",11/06/2017,50,65.9,61.2,55.9,83.21,12.5,48.3,258.58,0,8.33,,9.9,1014.4,"Mist, Light Drizzle, Light Rain",40.71455,-74.00714,""
"nyc",11/07/2017,42.9,51.9,47.8,39.4,73.46,14.7,,103.83,0.1,29.17,,9.5,1021.5,"Mist, Rain, Light Rain",40.71455,-74.00714,""
"nyc",11/08/2017,42.9,51.9,47.5,40.3,76.4,14.7,53.9,64.62,0,25,,9.9,1023.6,"Light Rain",40.71455,-74.00714,""
"nyc",11/09/2017,45.8,56.7,51.4,42,70.78,13.5,,97.25,0,4.17,,9.8,1020.5,"Smoke Or Haze",40.71455,-74.00714,""
"nyc",11/10/2017,28.9,53.8,40.9,24.9,54.63,15.7,44.6,306.96,0.1,16.67,,10,1023,"Light Rain",40.71455,-74.00714,""
"nyc",11/11/2017,26.8,43.6,35.3,18.5,51.5,12.6,31.1,227.74,0,0,,10,1033.6,"",40.71455,-74.00714,""
"nyc",11/12/2017,36.9,50.9,42.6,24.8,50.04,9.9,44.7,223.92,0,16.67,,10,1031.1,"",40.71455,-74.00714,""
"nyc",11/13/2017,42.1,50,46.7,38.3,72.96,13.5,,74.38,0,20.83,,10,1026.7,"Mist, Light Rain, Smoke Or Haze",40.71455,-74.00714,""
"nyc",11/14/2017,39.7,51,44.7,35.8,71,13.6,29.8,90.67,0,0,,10,1026.1,"",40.71455,-74.00714,""
"nyc",11/15/2017,41.9,54.8,47.5,36.6,66.45,11.2,39.1,73.79,0,4.17,,10,1023.3,"",40.71455,-74.00714,""
"nyc",11/16/2017,46.1,59,52.4,43,71.33,14.9,50.3,242.46,0.1,25,,10,1011.4,"Mist, Rain, Heavy Rain, Light Rain",40.71455,-74.00714,""
"nyc",11/17/2017,41,53.5,45.6,26.4,48.44,15.9,52.8,297.88,0.1,16.67,,10,1016.8,"",40.71455,-74.00714,""
"nyc",11/18/2017,39.7,55.1,46.4,34.8,64.65,13.6,,216.83,0.1,29.17,,10,1009.3,"Mist, Rain, Light Rain",40.71455,-74.00714,""
"nyc",11/19/2017,42.8,57.9,52.4,40.1,64.68,24.6,44.7,275.5,0.1,33.33,,10,998,"Mist, Rain, Light Rain",40.71455,-74.00714,""
"nyc",11/20/2017,38.9,49.9,43.9,28,54.15,19.3,57.5,266.88,0.1,25,,10,1015.9,"Light Snow",40.71455,-74.00714,""
"nyc",11/21/2017,42.2,60.9,50.4,34.5,55.33,13.9,35.6,246.04,0,0,,10,1018.5,"",40.71455,-74.00714,""
"nyc",11/22/2017,38.8,55.1,50.1,39.5,67.81,7.9,35.6,297.77,0.1,29.17,,9.8,1014.3,"Mist, Rain, Light Rain",40.71455,-74.00714,""
"nyc",11/23/2017,34,46.8,39.6,22.9,51.74,9.2,41.4,271.83,0,4.17,,10,1017.9,"",40.71455,-74.00714,""
"nyc",11/24/2017,36.5,53.7,43.7,27.9,54.38,9.1,,243.62,0,0,,10,1016,"",40.71455,-74.00714,""
"nyc",11/25/2017,42.2,60,49.9,35.6,58.54,10.4,,246.83,0,0,,10,1008.2,"",40.71455,-74.00714,""
"nyc",11/26/2017,41.1,52,46.4,29.8,52.5,19.7,34.4,285.17,0,0,,10,1012.8,"",40.71455,-74.00714,""
"nyc",11/27/2017,41,56.6,46.6,28.2,49.34,12.5,45.9,270.17,0,8.33,,10,1018,"",40.71455,-74.00714,""
"nyc",11/28/2017,39.7,53.8,47.4,36,64.88,12.4,39.1,141.42,0,12.5,,10,1027.5,"",40.71455,-74.00714,""
"nyc",11/29/2017,46,66.6,53.6,37.7,59.28,17.8,57.2,259.79,0.2,25,,10,1020.7,"",40.71455,-74.00714,""
"nyc",11/30/2017,41.4,53.6,47.5,36.1,65.12,14.7,41.4,101.67,0,8.33,,10,1023.1,"Light Rain",40.71455,-74.00714,""
"nyc",12/01/2017,46,55.8,50,37.2,62.97,10.1,52.8,247.83,0.2,33.33,,10,1021,"Light Rain",40.71455,-74.00714,""
"nyc",12/02/2017,42.9,50,46,32.9,60.47,11.2,52.8,125.71,0,4.17,,10,1024.9,"",40.71455,-74.00714,""
"nyc",12/03/2017,45.5,50,47.5,39.3,73.13,7.9,,60.5,0,0,,10,1023.2,"Light Rain",40.71455,-74.00714,""
"nyc",12/04/2017,43.8,53.7,47.9,40.4,75.74,7.1,39.1,119.3,0,4.17,,9.6,1029,"Mist, Smoke Or Haze",40.71455,-74.00714,""
"nyc",12/05/2017,51.1,60.2,55.7,49.9,80.94,12.8,45.7,183.79,0.7,33.33,,9,1020,"Mist, Rain, Heavy Rain, Light Rain",40.71455,-74.00714,""
"nyc",12/06/2017,42.1,57,46.8,30.8,55.78,17.1,48.3,268.71,0,25,,10,1013.8,"",40.71455,-74.00714,""
"nyc",12/07/2017,38,46.9,42.6,24.9,49.72,19.3,47.2,263.75,0,0,,10,1015.5,"",40.71455,-74.00714,""
"nyc",12/08/2017,35.8,41,38.2,22.3,52.71,10,49.4,261.79,0,12.5,,10,1017.2,"",40.71455,-74.00714,""
"nyc",12/09/2017,33.1,37.9,35.8,28.2,76.1,11.2,,159.39,0,54.17,3.9,7.2,1010.8,"Light Snow, Mist, Rain, Fog, Light Rain, Snow",40.71455,-74.00714,""
"nyc",12/10/2017,30,42,36,27.2,71.71,15.9,31.1,264.29,0,4.17,3.9,9.7,1012,"Mist, Smoke Or Haze",40.71455,-74.00714,""
"nyc",12/11/2017,34.9,44.7,39.1,25.3,58.41,13.6,55.3,251,0.1,25,2,10,1015.8,"",40.71455,-74.00714,""
"nyc",12/12/2017,34,50.1,44.2,33.7,66.46,13.7,48.3,233.29,0,0,,10,1001.9,"Light Snow, Light Rain",40.71455,-74.00714,""
"nyc",12/13/2017,24,36.9,29.2,13.1,51.59,20.4,53.7,281.5,0.1,25,,10,1001.2,"",40.71455,-74.00714,""
"nyc",12/14/2017,25.9,36.9,30.8,21,68.84,13.9,51.7,211.83,0,25,1.2,9,1008.1,"Light Snow, Mist, Rain, Light Rain, Smoke Or Haze",40.71455,-74.00714,""
"nyc",12/15/2017,24,28.1,25.7,16.9,69.9,11.3,,270.54,0,20.83,1.2,8.8,1016.4,"Light Snow, Mist, Rain, Fog, Snow",40.71455,-74.00714,""
"nyc",12/16/2017,24.2,39.8,32.9,24,70.43,19.3,32.2,260.46,0,0,1.2,10,1016.6,"",40.71455,-74.00714,""
"nyc",12/17/2017,34.9,38.8,37.1,25.9,64.01,10.1,32.2,143.62,0,0,,10,1024.3,"",40.71455,-74.00714,""
"nyc",12/18/2017,35.8,46.8,41.8,34.2,74.67,11.2,,156.7,0,8.33,,9.8,1017.8,"Rain, Light Rain",40.71455,-74.00714,""
"nyc",12/19/2017,44.9,56,49.7,37.6,63.85,18.2,34.4,265.67,0,0,,9.8,1010.3,"Smoke Or Haze",40.71455,-74.00714,""
"nyc",12/20/2017,37.1,51.1,45,24.5,44.64,18.1,33.3,294.29,0,0,,10,1012,"",40.71455,-74.00714,""
"nyc",12/21/2017,34,43.8,38.1,19.7,47.63,10.1,32.2,259.21,0,4.17,,10,1021.8,"",40.71455,-74.00714,""
"nyc",12/22/2017,37.9,50.1,42.8,32.2,66.75,13.5,,72.32,0,0,,10,1023.1,"",40.71455,-74.00714,""
"nyc",12/23/2017,39.8,53.6,44.9,42.2,90.34,16.8,,123,0.3,66.67,,8,1012.2,"Mist, Rain, Light Rain",40.71455,-74.00714,""
"nyc",12/24/2017,38.8,42.1,40.1,30.4,68.15,18,31.1,149.5,0,4.17,,10,1019.3,"Light Rain",40.71455,-74.00714,""
"nyc",12/25/2017,29.8,39.8,36,24.5,65.43,23.8,41.5,249.96,0.1,37.5,,9.6,1012.1,"Mist, Light Snow, Rain, Light Rain",40.71455,-74.00714,""
"nyc",12/26/2017,25.9,32.9,28.2,9.4,44.8,18,35.6,269.71,0,4.17,,10,1028,"",40.71455,-74.00714,""
"nyc",12/27/2017,19.9,28.8,23.9,7.4,48.96,12.5,32.2,296.92,0,0,,10,1031.9,"",40.71455,-74.00714,""
"nyc",12/28/2017,13.5,24.7,18.9,3.8,51.86,14.8,52.5,293.12,0.1,33.33,,10,1032.7,"",40.71455,-74.00714,""
"nyc",12/29/2017,14,26.6,19.4,7.1,58.28,12.7,52.8,280.08,0.2,37.5,,10,1025.9,"",40.71455,-74.00714,""
"nyc",12/30/2017,19.9,25,22.3,15.1,73.68,12.6,42.5,259.5,0,20.83,1.2,8.9,1018,"Light Snow, Mist, Rain, Smoke Or Haze, Snow",40.71455,-74.00714,""
"nyc",12/31/2017,12.8,21.8,18,6.8,60.67,9.2,,289,0,0,,10,1023.3,"",40.71455,-74.00714,""
