Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Wind Speed,Wind Gust,Wind Direction,Precipitation,Precipitation Cover,Snow Depth,Visibility,Sea Level Pressure,Weather Type,Latitude,Longitude,Info
"NYC",01/13/2018,21,56.3,37.5,28.8,71.9,7.3,36.7,260.48,0.1,29.17,,9.3,1011.3,"Mist, Light Snow, Light Rain",40.71455,-74.00714,""
"NYC",01/14/2018,15.7,27.9,21,7.4,55.9,9.1,,152.76,0,0,,10,1036.2,"",40.71455,-74.00714,""
"NYC",01/15/2018,18.5,32.3,24.7,15.2,67.19,10.4,,43.39,0,0,,10,1036.7,"Light Snow",40.71455,-74.00714,""
"NYC",01/16/2018,25.1,36.9,31.7,26.9,82.01,5.5,31.1,55.86,0,4.17,,10,1031.8,"",40.71455,-74.00714,""
"NYC",01/17/2018,24,36.9,32.4,28.3,85.21,5.5,39.1,203.63,0,54.17,,9.2,1024.2,"Mist, Light Snow, Rain, Light Rain",40.71455,-74.00714,""
"NYC",01/18/2018,19.9,32.6,26,11.1,54.4,4.9,,291.94,0,0,,10,1018,"Light Snow",40.71455,-74.00714,""
"NYC",01/19/2018,24.6,37.6,31.3,14.7,50.22,0.3,,266,0,0,,10,1017.6,"",40.71455,-74.00714,""
"NYC",01/20/2018,35.4,49,41.8,23.2,47.61,0.6,,256.25,0,0,,10,1013.9,"",40.71455,-74.00714,""
"NYC",01/21/2018,39.6,51.8,44,29.5,56.92,0.3,,279,0,0,,10,1021.2,"",40.71455,-74.00714,""
"NYC",01/22/2018,40.3,47.5,43.6,37.6,79.51,0.4,,61.25,0,4.17,,5.8,1021.2,"Mist, Fog, Smoke Or Haze",40.71455,-74.00714,""
"NYC",01/23/2018,38.9,56.2,48.8,42.1,78.89,0.8,,184.17,0.3,33.33,,6,1007.3,"Mist, Fog, Light Rain",40.71455,-74.00714,""
"NYC",01/24/2018,28.1,43.5,37.6,21.9,52.94,0.5,,292.22,0,0,,10,1014.6,"",40.71455,-74.00714,""
"NYC",01/25/2018,23.3,34.1,28.4,4.4,37.66,0.5,,282,0,0,,10,1029.1,"",40.71455,-74.00714,""
"NYC",01/26/2018,27.5,36.8,31.4,8.4,38.64,0.4,,214.44,0,0,,10,1038.6,"",40.71455,-74.00714,""
"NYC",01/27/2018,33.1,53.1,43.2,31.3,63.75,0.5,,233.33,0,0,,10,1030.7,"",40.71455,-74.00714,""
"NYC",01/28/2018,45,53.1,48.5,42.1,79.43,5.5,,239.17,0.2,45.83,,9,1024.5,"Mist, Light Rain",40.71455,-74.00714,""
"NYC",01/29/2018,38,45.7,42.1,29.2,60.25,10.4,40.3,43.35,0.1,4.17,,10,1021.4,"",40.71455,-74.00714,""
"NYC",01/30/2018,25.8,36.3,32.2,25.7,77.71,8,44.7,172.8,0,45.83,,9,1016.7,"Mist, Light Snow, Light Rain, Smoke Or Haze",40.71455,-74.00714,""
"NYC",01/31/2018,19.2,32.8,26.6,12.3,55.27,11.4,47.2,258.9,0,8.33,,10,1023,"",40.71455,-74.00714,""
"NYC",02/01/2018,31.8,43.2,37.8,26,62.39,6.8,48.3,233.68,0,12.5,,10,1015.1,"Rain, Light Rain",40.71455,-74.00714,""
"NYC",02/02/2018,18.1,39.4,28.7,17.3,63.32,5,47.2,297.28,0.2,37.5,,10,1018,"Mist, Light Rain",40.71455,-74.00714,""
"NYC",02/03/2018,17.4,31.9,24.6,10.1,54.16,8.6,45.9,253.09,0,0,,10,1030,"",40.71455,-74.00714,""
"NYC",02/04/2018,29.8,46.1,37.4,29.2,73.18,7.3,,192.67,0.8,37.5,,9.2,1019.1,"Mist, Rain, Heavy Rain, Light Rain, Smoke Or Haze",40.71455,-74.00714,""
"NYC",02/05/2018,26.8,40.9,33.9,21.9,64.4,5.1,53.9,265.43,0.1,20.83,,9.8,1015.8,"Mist, Light Rain",40.71455,-74.00714,""
"NYC",02/06/2018,26.8,36.4,31.9,17.8,55.7,7.9,50.6,245.57,0,12.5,,10,1028.9,"",40.71455,-74.00714,""
"NYC",02/07/2018,30.6,45.5,35.7,30.3,81.42,9.8,29.8,111.17,0.1,54.17,,8.8,1023.3,"Light Snow, Mist, Rain, Heavy Rain, Light Rain, Smoke Or Haze, Light Freezing Rain",40.71455,-74.00714,""
"NYC",02/08/2018,26,34.9,30.5,17.4,58.32,7.4,48.3,280.93,0,8.33,,10,1027.2,"",40.71455,-74.00714,""
"NYC",02/09/2018,26.4,38,31.4,20,62.6,5.4,33.3,229.09,0,0,,10,1033.5,"",40.71455,-74.00714,""
"NYC",02/10/2018,38,49.8,43.4,40.4,89.39,4.8,34.4,192.29,0.4,45.83,,8,1023.8,"Mist, Rain, Heavy Rain, Light Rain",40.71455,-74.00714,""
"NYC",02/11/2018,43.4,60.3,51.1,50,96.19,6.8,,174.44,1.2,87.5,,7.5,1015,"Mist, Rain, Heavy Rain, Light Rain",40.71455,-74.00714,""
"NYC",02/12/2018,35,62.4,46.2,32,60.4,4.9,39.1,295.12,0.1,12.5,,10,1026.7,"",40.71455,-74.00714,""
"NYC",02/13/2018,28.4,38.3,32.7,19.1,58.17,6.8,47.2,115.1,0,8.33,,10,1041.6,"",40.71455,-74.00714,""
"NYC",02/14/2018,34.6,50.2,42.2,32.9,70.18,4.9,45.9,256.11,0,8.33,,10,1026.5,"Rain, Light Rain",40.71455,-74.00714,""
"NYC",02/15/2018,43.9,57.9,50.1,46.3,87.03,5.9,43.6,256.91,0,29.17,,9,1011.7,"Mist, Rain, Light Rain, Smoke Or Haze",40.71455,-74.00714,""
"NYC",02/16/2018,37.6,56.7,50.7,44.6,80.61,4.4,36.7,276.36,0.1,58.33,,8.7,1007.3,"Mist, Fog, Light Rain",40.71455,-74.00714,""
"NYC",02/17/2018,29.3,38.8,34.4,23.4,65.61,6.7,,146.52,0,29.17,,8.6,1025.8,"Mist, Light Snow, Fog, Snow",40.71455,-74.00714,""
"NYC",02/18/2018,33.8,46.7,39.8,28,65.81,5.5,53.9,180.89,0,25,,9.8,1025.1,"Mist, Light Snow, Light Rain",40.71455,-74.00714,""
"NYC",02/19/2018,38,46.9,42.8,36.5,78.49,4.3,,189.32,0,16.67,,8.8,1031.6,"Mist, Light Rain",40.71455,-74.00714,""
"NYC",02/20/2018,44.2,67.3,54.4,50.6,88.11,5,44.7,254.41,0,8.33,,6.4,1027,"Mist, Fog",40.71455,-74.00714,""
"NYC",02/21/2018,50.3,74.2,62.5,55.9,80.02,6.1,47.2,238.11,0,4.17,,9.4,1026.1,"Mist, Light Rain",40.71455,-74.00714,""
"NYC",02/22/2018,37.9,57.6,45.3,36.4,71.89,10.4,,60.26,0,29.17,,9.7,1035.6,"Mist, Light Rain",40.71455,-74.00714,""
"NYC",02/23/2018,36.9,40.5,38.7,35.7,89.15,8,,87.62,0,25,,9.1,1033.6,"Mist, Light Rain",40.71455,-74.00714,""
"NYC",02/24/2018,40.8,53.2,45.8,41.3,84.93,6,43.6,213.26,0.1,25,,9.5,1022.3,"Mist, Light Rain",40.71455,-74.00714,""
"NYC",02/25/2018,41.9,43.9,42.8,40.1,90.35,10.4,29.8,76.09,0.6,58.33,,9.2,1018.1,"Mist, Rain, Heavy Rain, Light Rain",40.71455,-74.00714,""
"NYC",02/26/2018,42.6,50.2,45.8,33.3,64.27,4.3,42.5,252,0,8.33,,10,1020.8,"Mist",40.71455,-74.00714,""
"NYC",02/27/2018,39.6,55.3,46,25.5,45.13,5.5,47.2,238.04,0.1,25,,10,1027.2,"",40.71455,-74.00714,""
"NYC",02/28/2018,39.6,62.1,49.1,31.9,52.13,6.1,51.7,254,0.1,16.67,,10,1017.8,"",40.71455,-74.00714,""
"NYC",03/01/2018,45.3,57.7,51.5,40,65.39,9.7,42.5,136.67,0.3,20.83,,9.7,1008.9,"Mist, Rain, Light Rain",40.71455,-74.00714,""
"NYC",03/02/2018,34.5,45,38.2,35.9,91.38,11.1,34.4,221.82,2.1,95.83,,7.6,996.8,"Mist, Light Snow, Rain, Heavy Rain, Light Rain",40.71455,-74.00714,""
"NYC",03/03/2018,37.2,48.4,41.7,29.8,62.71,5,42.5,206.11,0,4.17,,10,1014.8,"",40.71455,-74.00714,""
"NYC",03/04/2018,34.5,44.4,40.7,26,55.97,6.3,44.7,154.53,0,0,,10,1019.7,"",40.71455,-74.00714,""
"NYC",03/05/2018,33.6,43.6,38,24.8,58.72,7.9,42.5,112.45,0,4.17,,10,1018,"",40.71455,-74.00714,""
"NYC",03/06/2018,34.3,44.9,39.5,28.3,64.39,6,37.8,145.62,0,0,,10,1017.2,"Light Rain",40.71455,-74.00714,""
"NYC",03/07/2018,33.4,38.8,35.3,33.2,92.42,12.3,34.4,99.82,1,83.33,,7.5,1007,"Heavy Snow, Mist, Light Snow, Rain, Fog, Light Rain, Snow",40.71455,-74.00714,""
"NYC",03/08/2018,33.5,39.9,36.7,28.2,71.73,7.5,50.6,268.95,0,12.5,,10,1006.5,"Light Snow",40.71455,-74.00714,""
"NYC",03/09/2018,30.4,42.4,35.7,23.8,62.34,10.5,48.3,265.45,0,4.17,,10,1008.1,"",40.71455,-74.00714,""
"NYC",03/10/2018,31.7,39.5,36.5,21.4,54.57,8.6,47.2,270.27,0,0,,10,1014.5,"",40.71455,-74.00714,""
"NYC",03/11/2018,31.7,45.6,38.7,20.8,48.98,4.3,39.1,264.05,0,0,,10,1018.4,"",40.71455,-74.00714,""
"NYC",03/12/2018,34.5,42.6,39,28.2,65.18,9.2,29.8,42.38,0,0,,10,1014.7,"Light Rain",40.71455,-74.00714,""
"NYC",03/13/2018,33.6,41.1,36.5,29.9,78.85,8,,245.7,0.2,66.67,,9.3,1004.9,"Mist, Light Snow, Rain, Light Rain",40.71455,-74.00714,""
"NYC",03/14/2018,31.7,39.9,35.3,23,61.44,11.6,47.2,267.58,0,8.33,,9.9,1003.3,"Light Snow, Mist, Rain, Light Rain",40.71455,-74.00714,""
"NYC",03/15/2018,33.1,46.9,38.4,22.9,54.53,11.5,32.2,270.58,0,0,,10,1002.4,"",40.71455,-74.00714,""
"NYC",03/16/2018,32.6,40.2,36.4,20.7,54,8.6,48.9,289.68,0.1,8.33,,10,1007.9,"",40.71455,-74.00714,""
"NYC",03/17/2018,28.6,47.7,37.8,15.8,42.31,8.6,29.8,279.68,0,0,,10,1010.5,"",40.71455,-74.00714,""
"NYC",03/18/2018,29.8,45.3,38,11.2,34.1,4.4,39.1,263.39,0,4.17,,10,1013.3,"",40.71455,-74.00714,""
"NYC",03/19/2018,35.4,47.1,40.2,17.3,42.31,6.7,49.4,117.47,0,0,,10,1014,"",40.71455,-74.00714,""
"NYC",03/20/2018,32.7,38.9,36,18.3,48.59,9.2,32.2,46.33,0,0,,10,1013.1,"Light Rain",40.71455,-74.00714,""
"NYC",03/21/2018,32.5,39.6,34.8,28.2,79.36,14.9,37.8,47.83,0.2,66.67,,5.3,1005.5,"Heavy Snow, Light Snow, Mist, Rain, Fog, Light Rain, Snow",40.71455,-74.00714,""
"NYC",03/22/2018,32.6,51.7,40.8,28.3,65.33,4.3,50.6,277.58,0.2,45.83,,9.1,1009.6,"Mist, Light Snow, Rain, Light Rain, Smoke Or Haze",40.71455,-74.00714,""
"NYC",03/23/2018,35.8,49.4,42,23.8,49.04,4.9,34.4,283.29,0,0,,10,1016.5,"",40.71455,-74.00714,""
"NYC",03/24/2018,35.6,51.2,43,20.3,41.43,4.9,33.3,281.17,0,0,,10,1019.2,"",40.71455,-74.00714,""
"NYC",03/25/2018,35.3,43.7,39.8,25.7,57.08,10.5,,46,0,0,,10,1028.6,"",40.71455,-74.00714,""
"NYC",03/26/2018,35.9,48.1,40.1,24.8,54.99,9.2,,85.21,0,0,,10,1038.9,"Light Rain",40.71455,-74.00714,""
"NYC",03/27/2018,36.2,41.5,38.9,25.1,57.72,6.8,,139.3,0,0,,10,1033,"Light Rain",40.71455,-74.00714,""
"NYC",03/28/2018,37.6,49.1,42.7,37.9,83.38,5.5,40.3,252.22,0,25,,9.5,1018.9,"Mist, Light Rain",40.71455,-74.00714,""
"NYC",03/29/2018,46.3,50.2,47.8,45.1,90.56,6.1,,138.38,0,12.5,,6.6,1016,"Mist, Light Rain, Smoke Or Haze",40.71455,-74.00714,""
"NYC",03/30/2018,45.9,58.5,51.3,45.3,80.86,5.5,,150.88,0,16.67,,9.4,1008.9,"Mist, Light Rain, Smoke Or Haze",40.71455,-74.00714,""
"NYC",03/31/2018,39.4,53.3,45.4,23.5,42.5,9.1,36.7,246,0,8.33,,9.9,1022.9,"",40.71455,-74.00714,""
"NYC",04/01/2018,43.8,58.5,49.8,31.8,50.17,5.5,,220.05,0,0,,9.9,1016.9,"",40.71455,-74.00714,""
"NYC",04/02/2018,33.2,45.3,38.8,30.1,73.37,8.1,49.4,106.78,0.1,33.33,,8.5,1020.5,"Heavy Snow, Light Snow, Mist, Fog, Light Rain, Snow",40.71455,-74.00714,""
"NYC",04/03/2018,38.4,42.2,40.5,36.7,86.63,6.8,,115.62,0,33.33,,8.1,1019.4,"Mist, Rain, Light Rain",40.71455,-74.00714,""
"NYC",04/04/2018,41.7,55,47.5,38.7,76.1,12.8,44.7,175.77,0,20.83,,6.7,1004,"Mist, Fog, Light Rain, Smoke Or Haze",40.71455,-74.00714,""
"NYC",04/05/2018,34.3,44.6,39.9,17.6,40.78,9.2,43.6,279.64,0,8.33,,10,1017.8,"",40.71455,-74.00714,""
"NYC",04/06/2018,37.6,58.5,45.9,31.1,58.01,9.2,42.5,211.73,0,20.83,,10,1014.1,"Mist, Light Rain",40.71455,-74.00714,""
"NYC",04/07/2018,40.1,53.2,44.3,24.3,46.67,6.1,43.6,212.56,0,4.17,,10,1011,"",40.71455,-74.00714,""
"NYC",04/08/2018,33.9,44.9,38.8,18.9,45.05,6.1,31.1,138.67,0,0,,10,1013.4,"",40.71455,-74.00714,""
"NYC",04/09/2018,32.5,47.2,38.4,20.5,49.16,6.8,49.4,233.8,0,0,,10,1022.1,"",40.71455,-74.00714,""
"NYC",04/10/2018,38.3,49.6,42.7,29.2,61.48,5,,265.63,0,8.33,,10,1021.8,"Light Rain, Smoke Or Haze",40.71455,-74.00714,""
"NYC",04/11/2018,38,50.1,44,24.2,47.64,5.8,59.7,134,0.1,8.33,,9.9,1021.4,"",40.71455,-74.00714,""
"NYC",04/12/2018,43.8,58.1,50.3,36.9,60.36,4.4,41.4,211.05,0,8.33,,10,1016.5,"",40.71455,-74.00714,""
"NYC",04/13/2018,56.4,78.4,65.7,44.1,46.88,11,51.7,235.79,0.1,12.5,,10,1012.1,"",40.71455,-74.00714,""
"NYC",04/14/2018,48.6,73.4,63.7,48.7,58.98,13.4,33.3,151.73,0,0,,10,1014.7,"",40.71455,-74.00714,""
"NYC",04/15/2018,39,47.5,42.2,35.6,77.75,11.1,32.2,48.17,0.1,20.83,,9.2,1024.7,"Mist, Rain, Light Rain, Smoke Or Haze",40.71455,-74.00714,""
"NYC",04/16/2018,39.4,57,48.2,43.7,84.91,14.8,40.1,127.91,2.7,70.83,,7.5,1005.6,"Mist, Rain, Fog, Light Rain",40.71455,-74.00714,""
"NYC",04/17/2018,41.5,46,43.6,31.2,61.79,10.6,63.3,270.27,0.1,16.67,,10,1005,"",40.71455,-74.00714,""
"NYC",04/18/2018,38.5,53.3,45.2,29.1,53.95,8.6,33.3,264.25,0,0,,10,1009.3,"",40.71455,-74.00714,""
"NYC",04/19/2018,40.6,49.2,44.7,34.8,69.27,6.8,50.6,211.23,0.1,54.17,,9.9,1008.9,"Mist, Rain, Light Rain",40.71455,-74.00714,""
"NYC",04/20/2018,37.6,51.3,43.4,24.9,48.53,4.4,50.6,286.11,0.1,4.17,,10,1022.3,"",40.71455,-74.00714,""
"NYC",04/21/2018,40.5,61.4,50.4,25.1,39.7,5.5,41.4,280.41,0,4.17,,10,1028.3,"",40.71455,-74.00714,""
"NYC",04/22/2018,44.8,62.9,53.5,24.7,33.46,5.5,40.3,218.53,0,8.33,,10,1029.1,"",40.71455,-74.00714,""
"NYC",04/23/2018,45.8,60.6,52.8,34.1,50.47,6.1,47.2,126,0,4.17,,10,1031.4,"",40.71455,-74.00714,""
"NYC",04/24/2018,48.8,60.8,54.6,41.2,61.76,7.9,57.5,112.65,0.1,12.5,,9.9,1027.8,"Light Rain",40.71455,-74.00714,""
"NYC",04/25/2018,53.1,58,55.2,53.5,93.95,7.4,,62.86,0.5,66.67,,6.2,1010.9,"Mist, Rain, Light Rain",40.71455,-74.00714,""
"NYC",04/26/2018,52.2,69.2,59.9,46.2,64.32,12.8,35.6,260,0.3,25,,8.6,1006.2,"Mist, Rain, Light Rain",40.71455,-74.00714,""
"NYC",04/27/2018,51.2,59.1,54.3,46.4,75.9,13.6,,48.79,0,12.5,,9.1,1009.3,"Mist, Light Rain",40.71455,-74.00714,""
"NYC",04/28/2018,50.1,65,56.2,49.4,79.01,10.1,,207.47,0,20.83,,8.6,1009.3,"Mist, Light Rain, Smoke Or Haze",40.71455,-74.00714,""
"NYC",04/29/2018,47.9,61.8,53.6,40.4,63.52,12.5,,279.64,0.1,33.33,,10,1013.1,"Mist, Light Rain",40.71455,-74.00714,""
"NYC",04/30/2018,47,51.2,49.2,35.6,60.24,11.4,32.2,258,0,16.67,,10,1016.2,"Light Rain",40.71455,-74.00714,""
"NYC",05/01/2018,47.9,79.9,63.1,35.3,42.54,12.8,49.4,247.1,0.1,25,,10,1017.2,"",40.71455,-74.00714,""
"NYC",05/02/2018,62.1,84.9,74.3,39.5,29.46,19.2,50.6,261,0,4.17,,10,1016.9,"",40.71455,-74.00714,""
"NYC",05/03/2018,71,92,80,51.9,40.76,13.9,,254,0,4.17,,9.8,1014.7,"Mist, Light Rain",40.71455,-74.00714,""
"NYC",05/04/2018,73.1,83.9,77.4,62.5,61.27,6.9,,246.67,0,0,,9.7,1011.9,"",40.71455,-74.00714,""
"NYC",05/05/2018,61.1,77.1,69,40.7,36.24,10.3,,282.73,0,0,,10,1016.8,"Light Rain",40.71455,-74.00714,""
"NYC",05/06/2018,56.9,65.9,62.4,48,60.02,11.4,,92.86,0,0,,10,1014.7,"Light Rain",40.71455,-74.00714,""
"NYC",05/07/2018,53.9,74.9,62.7,49.4,64.06,5.8,,110,0,0,,10,1017.4,"",40.71455,-74.00714,""
"NYC",05/08/2018,53,73.1,61.6,48,62.41,5.8,,122,0,0,,10,1023.6,"",40.71455,-74.00714,""
"NYC",05/09/2018,53.9,75.8,63,47,59.21,9.2,,155,0,0,,9,1020.8,"Mist, Smoke Or Haze",40.71455,-74.00714,""
"NYC",05/10/2018,53.9,65,59.8,53,78.89,9.2,,152.5,0.3,12.5,,8.7,1014.1,"Mist, Rain, Heavy Rain, Light Rain",40.71455,-74.00714,""
"NYC",05/11/2018,60.2,71.9,64.9,42.5,51,5.8,45.9,200,0,0,,9.6,1015,"",40.71455,-74.00714,""
"NYC",05/12/2018,53.8,65,57.7,48.3,73.43,10.1,34.4,56.57,0.1,37.5,,9.8,1019.3,"Mist, Rain, Light Rain",40.71455,-74.00714,""
"NYC",05/13/2018,52.9,55.1,53.6,49.9,87.39,11.2,,68.7,0.1,25,,9.9,1020.3,"Mist, Light Rain",40.71455,-74.00714,""
"NYC",05/14/2018,52.1,69.2,58.8,53.7,84.22,9.2,45.9,170.23,0.1,29.17,,9,1015.6,"Mist, Light Rain, Smoke Or Haze",40.71455,-74.00714,""
"NYC",05/15/2018,59.2,88.1,68.4,62,82.67,16.1,45.9,231.44,0.6,16.67,,6.7,1011.4,"Lightning Without Thunder, Mist, Thunderstorm, Rain, Fog, Light Rain, Smoke Or Haze",40.71455,-74.00714,""
"NYC",05/16/2018,56.9,65,61.6,56.9,85.04,13.6,31.1,45.08,0.2,45.83,,9.4,1018.2,"Mist, Light Rain",40.71455,-74.00714,""
"NYC",05/17/2018,56,69.2,61.4,58.5,90.57,11.1,,126.17,0.3,37.5,,8.1,1016.7,"Mist, Rain, Light Rain, Smoke Or Haze",40.71455,-74.00714,""
"NYC",05/18/2018,56.9,65,61.9,49.4,66.39,20.4,29.8,69,0,0,,8.5,1024.4,"Mist, Fog",40.71455,-74.00714,""
"NYC",05/19/2018,51.1,56.9,54.9,50.1,85.8,15.9,,46.78,0.4,41.67,,7.1,1023.9,"Mist, Rain, Light Rain",40.71455,-74.00714,""
"NYC",05/20/2018,56.9,82.1,70.6,62.3,77.19,14.7,58.6,241.22,0,8.33,,9.1,1015,"Mist",40.71455,-74.00714,""
"NYC",05/21/2018,61,75.9,67.7,50.4,55.95,11,43.6,204.31,0,4.17,,10,1020.9,"",40.71455,-74.00714,""
"NYC",05/22/2018,57.8,65.9,61.9,53.1,73.89,10.1,72.5,157.56,0.2,20.83,,9.7,1019.4,"Mist, Rain, Light Rain",40.71455,-74.00714,""
"NYC",05/23/2018,57.9,82.9,69.1,57.3,70.5,16.6,67.8,242.94,0.3,33.33,,9,1013.7,"Lightning Without Thunder, Mist, Squalls, Rain, Light Rain",40.71455,-74.00714,""
"NYC",05/24/2018,65.9,82.1,73.2,47.9,43.12,15,56.4,208.47,0.1,20.83,,10,1018.6,"",40.71455,-74.00714,""
"NYC",05/25/2018,63,84.8,74.8,53.8,49.82,23,53.9,258.14,0.1,25,,10,1014.4,"Light Rain",40.71455,-74.00714,""
"NYC",05/26/2018,71,88.1,78.3,65.1,65.08,11.4,51.7,261.25,0,8.33,,9.9,1009.6,"",40.71455,-74.00714,""
"NYC",05/27/2018,57.8,77.2,64.9,59.5,83.13,22.6,29.8,69.48,0.5,29.17,,9,1015.7,"Mist, Thunderstorm, Rain, Light Rain",40.71455,-74.00714,""
"NYC",05/28/2018,56,69.2,61.2,54.4,78.46,12.5,,91.54,0,4.17,,9.9,1018.1,"",40.71455,-74.00714,""
"NYC",05/29/2018,62,88.1,73.7,63.1,72.11,5.7,,242.79,0,0,,9.7,1015.2,"Mist, Smoke Or Haze",40.71455,-74.00714,""
"NYC",05/30/2018,60.2,73.3,67.4,61.6,82.19,13.5,40.3,91.95,0,0,,9.4,1019.3,"Mist",40.71455,-74.00714,""
"NYC",05/31/2018,64.1,68.1,65.6,62.1,88.83,10.1,,60.61,0,12.5,,7.9,1016.7,"Mist, Light Rain, Smoke Or Haze",40.71455,-74.00714,""
"NYC",06/01/2018,64.2,79.9,70.9,66.5,86.94,7.9,31.1,96.88,0,12.5,,7.1,1009.3,"Mist, Light Rain, Smoke Or Haze",40.71455,-74.00714,""
"NYC",06/02/2018,69.2,87.1,77.2,67.7,74.09,6.7,34.4,195.67,0,8.33,,9.9,1007.4,"Mist, Thunderstorm, Smoke Or Haze",40.71455,-74.00714,""
"NYC",06/03/2018,55,70.9,62.5,54.4,75.24,12.8,,91.11,0.1,12.5,,9.8,1015,"Mist, Rain, Light Rain",40.71455,-74.00714,""
"NYC",06/04/2018,51.2,74.8,62.2,54.2,76.47,9.2,,97.5,0.1,33.33,,9.6,1008.4,"Mist, Rain, Light Rain",40.71455,-74.00714,""
"NYC",06/05/2018,61,75.7,67.7,53,60.75,9.2,,304,0,0,,10,1005.2,"Mist",40.71455,-74.00714,""
"NYC",06/06/2018,61,70.9,64.5,51.7,63.91,5.8,,53.33,0,0,,10,1010.9,"",40.71455,-74.00714,""
"NYC",06/07/2018,61,71,64.4,54.6,71.61,8,,152.5,0,0,,10,1019.1,"",40.71455,-74.00714,""
"NYC",06/08/2018,61.1,80.8,71.2,59.8,69.24,5.8,,260,0,0,,10,1020.2,"",40.71455,-74.00714,""
"NYC",06/09/2018,69.1,83.8,74.3,58.6,59.61,5.8,,194,0,0,,10,1019,"",40.71455,-74.00714,""
"NYC",06/10/2018,61.9,71.8,68.3,52.3,57.28,4.7,,116.67,0,0,,10,1017.5,"Light Rain",40.71455,-74.00714,""
"NYC",06/11/2018,57.9,73.1,64.1,50.6,63.61,8.1,,158,0,8.33,,10,1017.8,"Light Rain",40.71455,-74.00714,""
"NYC",06/12/2018,57.8,73.2,65.4,51.3,61.45,9.2,,205,0,0,,10,1022.2,"Light Rain",40.71455,-74.00714,""
"NYC",06/13/2018,64.1,75.9,69.6,63,79.66,6.9,,253.33,0,8.33,,9.9,1013.2,"Mist, Light Rain",40.71455,-74.00714,""
"NYC",06/14/2018,66.9,87,76.7,55,50.77,12.8,,288,0,0,,10,1008.2,"Lightning Without Thunder, Light Rain",40.71455,-74.00714,""
"NYC",06/15/2018,65,76.9,71,52.8,53.12,8.1,,156.67,0,0,,10,1013.5,"",40.71455,-74.00714,""
"NYC",06/16/2018,64.1,84.8,74,54,52.42,5.8,,270,0,0,,10,1016.3,"",40.71455,-74.00714,""
"NYC",06/17/2018,66.8,88.9,77.1,57,51.76,5.8,,272,0,0,,10,1017.7,"",40.71455,-74.00714,""
"NYC",06/18/2018,71,89.9,79.4,68.2,70.04,8.1,,242.5,0.2,12.5,,9.5,1013.9,"Lightning Without Thunder, Mist, Rain",40.71455,-74.00714,""
"NYC",06/19/2018,74.1,89.7,81.2,64.1,60.47,6.9,,205.56,0,12.5,,10,1008.5,"Mist, Light Rain",40.71455,-74.00714,""
"NYC",06/20/2018,70.9,82,75.6,58.6,56.36,4.7,,53.33,0,0,,10,1010.6,"Light Rain",40.71455,-74.00714,""
"NYC",06/21/2018,65.9,86,75.1,62.7,69.17,4.7,,40,0.2,41.67,,9.4,1008.1,"Mist, Rain, Light Rain",40.71455,-74.00714,""
"NYC",06/22/2018,66.9,74.9,70.1,61.7,75.34,8.1,,93.33,0,0,,10,1014.9,"Light Rain",40.71455,-74.00714,""
"NYC",06/23/2018,64.1,68,65.9,59.2,79.36,10.3,,64.62,0,8.33,,9.9,1011.8,"Mist, Rain",40.71455,-74.00714,""
