avg_speed,pickup_hour,Minimum Temperature,Maximum Temperature,Temperature,tip_amount
19.919700566292136,17,-12.94,-5.61,-9.44,1.5
7.153514405867972,0,-12.94,-5.61,-9.44,3.56
20.4532992,13,-12.94,-5.61,-9.44,1.5
14.839845726315788,17,-12.94,-5.61,-9.44,1.16
12.567545336225598,14,-12.94,-5.61,-9.44,1.55
27.52778466298343,17,-12.94,-5.61,-9.44,2.49
29.90264980645161,4,-12.94,-5.61,-9.44,3.45
28.529280000000004,7,-12.94,-5.61,-9.44,2.0
11.122807898734179,2,-12.94,-5.61,-9.44,1.5
22.32109978470255,20,-12.94,-5.61,-9.44,1.66
19.882839122974264,22,-12.94,-5.61,-9.44,3.05
20.42284408163265,1,-12.94,-5.61,-9.44,2.06
34.159024092485545,10,-12.94,-5.61,-9.44,2.26
33.010265302325585,10,-12.94,-5.61,-9.44,1.74
37.04697064541833,14,-12.94,-5.61,-9.44,2.36
29.751116108108107,17,-12.94,-5.61,-9.44,0.7
61.93637544328767,22,-12.94,-5.61,-9.44,14.64
32.0298708292683,20,-12.94,-5.61,-9.44,1.82
16.353011612903227,3,-12.94,-5.61,-9.44,3.0
25.857513664429533,18,-12.94,-5.61,-9.44,1.02
17.29059121603564,0,-12.94,-5.61,-9.44,1.66
14.91342177847114,13,-12.94,-5.61,-9.44,2.06
44.80272473857404,18,-12.94,-5.61,-9.44,4.66
16.41257337110482,12,-12.94,-5.61,-9.44,0.34
25.61261519865697,11,-12.94,-5.61,-9.44,2.0
15.81880791808874,1,-12.94,-5.61,-9.44,10.0
18.71659982378855,17,-12.94,-5.61,-9.44,2.16
14.71400228571429,12,-12.94,-5.61,-9.44,1.25
30.116115692307694,1,-12.94,-5.61,-9.44,2.45
27.533403806896555,19,-12.94,-5.61,-9.44,4.0
19.502671340684852,21,-12.94,-5.61,-9.44,6.05
43.20923604723431,10,-12.94,-5.61,-9.44,6.31
16.106162086956523,12,-12.94,-5.61,-9.44,2.36
15.746533608247423,15,-9.67,-2.72,-6.56,2.85
42.617220834990064,17,-9.67,-2.72,-6.56,4.85
17.5051452631579,13,-9.67,-2.72,-6.56,2.96
31.819982922279795,11,-9.67,-2.72,-6.56,3.85
