Pickup_Date,trip_distance_km,duration_seconds,avg_speed,pickup_hour,Minimum Temperature,Maximum Temperature,Temperature,tip_amount,PULocationID
2018-06-01,1.207008,308,14.107885714285716,0,17.89,26.61,21.61,1.36,79
2018-06-01,4.586630400000001,1625,10.161150424615386,11,17.89,26.61,21.61,4.7,140
2018-06-01,1.2874752000000003,271,17.102991586715873,12,17.89,26.61,21.61,1.26,50
2018-06-01,4.811938560000001,1160,14.933602427586209,22,17.89,26.61,21.61,3.06,141
2018-06-01,9.4146624,546,62.07469714285713,3,17.89,26.61,21.61,3.66,262
2018-06-01,3.0577536,573,19.211017382198953,22,17.89,26.61,21.61,2.0,151
2018-06-01,4.84412544,1094,15.940449345521024,10,17.89,26.61,21.61,4.44,238
2018-06-01,1.11044736,176,22.713696,21,17.89,26.61,21.61,1.16,239
2018-06-01,2.7358848,541,18.205518077634014,17,17.89,26.61,21.61,2.05,246
2018-06-01,0.9656064,118,29.459178305084745,7,17.89,26.61,21.61,1.2,140
2018-06-01,2.7358848,418,23.562644210526315,19,17.89,26.61,21.61,1.85,68
2018-06-01,0.6437376000000001,302,7.673693245033115,22,17.89,26.61,21.61,1.25,164
2018-06-01,5.793638400000001,1704,12.240081126760565,8,17.89,26.61,21.61,1.98,236
2018-06-01,2.52667008,230,39.54787951304348,0,17.89,26.61,21.61,0.1,262
2018-06-01,2.3657356800000002,302,28.200822675496692,21,17.89,26.61,21.61,0.78,68
2018-06-01,1.4484096000000002,373,13.979288364611262,22,17.89,26.61,21.61,1.35,230
2018-06-01,15.819851520000002,1367,41.661642627651794,12,17.89,26.61,21.61,7.11,162
2018-06-01,1.4484096000000002,345,15.11383930434783,13,17.89,26.61,21.61,1.36,107
2018-06-01,6.694871040000001,1796,13.419563331848554,15,17.89,26.61,21.61,4.36,170
2018-06-01,12.955219200000002,1780,26.201566921348316,11,17.89,26.61,21.61,3.0,138
2018-06-01,13.29318144,2776,17.2389961037464,16,17.89,26.61,21.61,8.32,230
2018-06-01,0.6276441600000001,162,13.947648000000003,21,17.89,26.61,21.61,1.06,230
2018-06-01,0.7081113600000001,200,12.746004480000003,13,17.89,26.61,21.61,1.2,236
2018-06-01,2.5749504000000005,1070,8.663384523364487,17,17.89,26.61,21.61,2.75,137
2018-06-01,1.97949312,434,16.419758599078342,23,17.89,26.61,21.61,1.56,114
2018-06-01,5.4717696,1508,13.062579946949603,8,17.89,26.61,21.61,3.65,224
2018-06-01,2.22089472,583,13.713929660377358,23,17.89,26.61,21.61,1.86,48
2018-06-01,1.4484096000000002,294,17.735627755102044,19,17.89,26.61,21.61,2.15,143
2018-06-01,1.2874752000000003,372,12.45943741935484,3,17.89,26.61,21.61,1.45,4
2018-06-01,2.2530816,1523,5.325734576493763,13,17.89,26.61,21.61,3.25,90
2018-06-01,0.99779328,420,8.552513828571428,17,17.89,26.61,21.61,1.56,107
2018-06-01,16.737177600000003,1216,49.55085473684212,5,17.89,26.61,21.61,7.3,229
2018-06-01,2.7358848,748,13.16736,18,17.89,26.61,21.61,2.35,238
2018-06-01,27.519782400000004,2215,44.72741157562078,19,17.89,26.61,21.61,10.0,132
2018-06-01,5.4717696,1542,12.774559377431906,17,17.89,26.61,21.61,4.8,236
2018-06-01,3.73367808,923,14.562558058504875,8,17.89,26.61,21.61,3.2,90
2018-06-01,15.691104000000001,1198,47.15189849749583,5,17.89,26.61,21.61,7.01,43
2018-06-01,1.4162227200000002,653,7.80765971209801,9,17.89,26.61,21.61,2.2,229
2018-06-01,2.5749504000000005,830,11.168459566265062,13,17.89,26.61,21.61,2.25,236
2018-06-01,6.195974400000001,895,24.922355128491624,2,17.89,26.61,21.61,1.0,141
2018-06-01,1.23919488,282,15.81950910638298,17,17.89,26.61,21.61,1.36,141
2018-06-01,1.9312128,393,17.69049893129771,7,17.89,26.61,21.61,1.45,262
2018-06-01,1.4484096000000002,355,14.68809735211268,23,17.89,26.61,21.61,0.7,25
2018-06-01,1.7702784000000003,336,18.967268571428576,4,17.89,26.61,21.61,1.17,48
2018-06-01,0.8690457600000001,143,21.878075076923082,6,17.89,26.61,21.61,0.96,107
2018-06-01,1.4805964800000002,86258,0.06179307806812122,14,17.89,26.61,21.61,1.4,236
2018-06-01,0.8690457600000001,438,7.1428418630136985,9,17.89,26.61,21.61,1.7,170
2018-06-01,1.9312128,649,10.71242847457627,18,17.89,26.61,21.61,1.2,163
2018-06-01,2.414016,681,12.76131806167401,7,17.89,26.61,21.61,2.45,233
2018-06-01,28.4853888,4818,21.284225753424657,6,17.89,26.61,21.61,11.7,132
2018-06-01,1.0460736000000002,231,16.302445714285717,1,17.89,26.61,21.61,1.16,148
2018-06-01,16.4153088,1332,44.36569945945946,4,17.89,26.61,21.61,7.51,249
2018-06-01,4.97287296,896,19.980293142857143,0,17.89,26.61,21.61,3.58,68
2018-06-01,3.3796224000000006,565,21.533877238938057,20,17.89,26.61,21.61,2.15,231
2018-06-01,2.28526848,473,17.393163906976746,21,17.89,26.61,21.61,1.86,236
2018-06-01,28.356641280000005,2008,50.83859990438248,6,17.89,26.61,21.61,10.0,79
2018-06-01,3.7014912,1113,11.972478274932616,10,17.89,26.61,21.61,2.75,237
2018-06-01,2.3657356800000002,533,15.978702529080678,17,17.89,26.61,21.61,1.86,74
2018-06-01,5.149900800000001,2021,9.17349969322118,12,17.89,26.61,21.61,4.36,161
2018-06-01,4.02336,1441,10.051419847328244,9,17.89,26.61,21.61,4.05,170
