Pickup_Date,trip_distance_km,duration_seconds,avg_speed,pickup_hour,Minimum Temperature,Maximum Temperature,Temperature,tip_amount,PULocationID
2018-01-01,2.46229632,445,19.919700566292136,17,-12.94,-5.61,-9.44,1.5,234
2018-01-01,3.2508748800000005,1636,7.153514405867972,0,-12.94,-5.61,-9.44,3.56,164
2018-01-01,3.7497715200000004,660,20.4532992,13,-12.94,-5.61,-9.44,1.5,142
2018-01-01,1.17482112,285,14.839845726315788,17,-12.94,-5.61,-9.44,1.16,50
2018-01-01,1.609344,461,12.567545336225598,14,-12.94,-5.61,-9.44,1.55,170
2018-01-01,2.7680716800000003,362,27.52778466298343,17,-12.94,-5.61,-9.44,2.49,239
2018-01-01,7.7248512,930,29.90264980645161,4,-12.94,-5.61,-9.44,3.45,249
2018-01-01,2.0921472000000003,264,28.529280000000004,7,-12.94,-5.61,-9.44,2.0,236
2018-01-01,1.46450304,474,11.122807898734179,2,-12.94,-5.61,-9.44,1.5,148
2018-01-01,2.18870784,353,22.32109978470255,20,-12.94,-5.61,-9.44,1.66,50
2018-01-01,5.793638400000001,1049,19.882839122974264,22,-12.94,-5.61,-9.44,3.05,230
2018-01-01,3.0577536,539,20.42284408163265,1,-12.94,-5.61,-9.44,2.06,142
2018-01-01,4.92459264,519,34.159024092485545,10,-12.94,-5.61,-9.44,2.26,79
2018-01-01,1.57715712,172,33.010265302325585,10,-12.94,-5.61,-9.44,1.74,163
2018-01-01,5.16599424,502,37.04697064541833,14,-12.94,-5.61,-9.44,2.36,233
2018-01-01,3.0577536,370,29.751116108108107,17,-12.94,-5.61,-9.44,0.7,237
2018-01-01,31.398301440000004,1825,61.93637544328767,22,-12.94,-5.61,-9.44,14.64,132
2018-01-01,2.18870784,246,32.0298708292683,20,-12.94,-5.61,-9.44,1.82,141
2018-01-01,1.1265408,248,16.353011612903227,3,-12.94,-5.61,-9.44,3.0,107
2018-01-01,2.1404275200000002,298,25.857513664429533,18,-12.94,-5.61,-9.44,1.02,238
2018-01-01,2.1565209600000004,449,17.29059121603564,0,-12.94,-5.61,-9.44,1.66,249
2018-01-01,2.6554176,641,14.91342177847114,13,-12.94,-5.61,-9.44,2.06,237
2018-01-01,13.615050240000002,1094,44.80272473857404,18,-12.94,-5.61,-9.44,4.66,138
2018-01-01,1.609344,353,16.41257337110482,12,-12.94,-5.61,-9.44,0.34,234
2018-01-01,12.713817600000002,1787,25.61261519865697,11,-12.94,-5.61,-9.44,2.0,138
2018-01-01,1.2874752000000003,293,15.81880791808874,1,-12.94,-5.61,-9.44,10.0,143
2018-01-01,3.5405568000000005,681,18.71659982378855,17,-12.94,-5.61,-9.44,2.16,144
2018-01-01,1.2874752000000003,315,14.71400228571429,12,-12.94,-5.61,-9.44,1.25,249
2018-01-01,3.58883712,429,30.116115692307694,1,-12.94,-5.61,-9.44,2.45,162
2018-01-01,12.198827520000002,1595,27.533403806896555,19,-12.94,-5.61,-9.44,4.0,137
2018-01-01,9.3341952,1723,19.502671340684852,21,-12.94,-5.61,-9.44,6.05,4
2018-01-01,19.312128,1609,43.20923604723431,10,-12.94,-5.61,-9.44,6.31,138
2018-01-01,3.39571584,759,16.106162086956523,12,-12.94,-5.61,-9.44,2.36,236
2018-01-02,4.6670976,1067,15.746533608247423,15,-9.67,-2.72,-6.56,2.85,238
2018-01-02,11.909145600000002,1006,42.617220834990064,17,-9.67,-2.72,-6.56,4.85,138
2018-01-02,4.988966400000001,1026,17.5051452631579,13,-9.67,-2.72,-6.56,2.96,42
2018-01-02,8.5295232,965,31.819982922279795,11,-9.67,-2.72,-6.56,3.85,152
2018-01-02,4.425696,799,19.940557697121402,22,-9.67,-2.72,-6.56,2.66,234
2018-01-02,8.915765760000001,1317,24.371113694760822,10,-9.67,-2.72,-6.56,4.26,186
2018-01-02,1.2231014400000002,240,18.346521600000003,11,-9.67,-2.72,-6.56,1.16,43
2018-01-02,1.19091456,244,17.57087055737705,10,-9.67,-2.72,-6.56,1.0,68
2018-01-02,2.7358848,589,16.721876536502545,19,-9.67,-2.72,-6.56,2.55,161
2018-01-02,3.5083699200000007,785,16.089339760509556,18,-9.67,-2.72,-6.56,2.56,230
2018-01-02,2.8968192000000004,867,12.02831501730104,12,-9.67,-2.72,-6.56,1.5,170
2018-01-02,32.49265536000001,1819,64.3065196789445,0,-9.67,-2.72,-6.56,11.71,132
2018-01-02,5.05334016,577,31.528638779896017,6,-9.67,-2.72,-6.56,1.11,79
2018-01-02,1.4484096000000002,379,13.757980369393142,21,-9.67,-2.72,-6.56,1.45,163
2018-01-02,14.484096000000001,956,54.542620920502095,6,-9.67,-2.72,-6.56,6.4,233
2018-01-02,7.4029824,926,28.78049313174946,12,-9.67,-2.72,-6.56,3.55,246
2018-01-02,2.414016,833,10.432722208883556,13,-9.67,-2.72,-6.56,2.25,43
2018-01-02,2.414016,509,17.0735905697446,7,-9.67,-2.72,-6.56,1.25,79
2018-01-02,1.609344,616,9.405257142857144,18,-9.67,-2.72,-6.56,1.0,164
2018-01-02,0.804672,311,9.31453118971061,16,-9.67,-2.72,-6.56,1.35,237
2018-01-02,33.587009280000004,2292,52.75446483769634,21,-9.67,-2.72,-6.56,15.84,132
2018-01-02,0.9656064,174,19.97806344827586,21,-9.67,-2.72,-6.56,1.05,48
2018-01-02,1.91511936,465,14.826730529032258,15,-9.67,-2.72,-6.56,1.0,163
2018-01-02,2.80025856,574,17.562597240418118,7,-9.67,-2.72,-6.56,1.86,162
2018-01-02,5.294741760000001,842,22.63785075534442,21,-9.67,-2.72,-6.56,2.76,113
2018-01-02,0.804672,213,13.60009014084507,17,-9.67,-2.72,-6.56,1.15,233
2018-01-02,3.218688,695,16.67234071942446,18,-9.67,-2.72,-6.56,2.35,211
2018-01-02,1.4484096000000002,459,11.36007529411765,10,-9.67,-2.72,-6.56,1.45,262
2018-01-02,0.804672,238,12.171509243697479,20,-9.67,-2.72,-6.56,1.15,68
2018-01-02,3.0577536,951,11.575092492113564,13,-9.67,-2.72,-6.56,2.45,230
2018-01-02,5.8741056,950,22.259768589473683,18,-9.67,-2.72,-6.56,3.16,151
2018-01-02,28.163520000000002,3065,33.079501468189235,16,-9.67,-2.72,-6.56,12.6,132
2018-01-02,2.5427635200000003,312,29.33957907692308,22,-9.67,-2.72,-6.56,2.08,141
2018-01-02,5.37520896,1005,19.25447985671642,16,-9.67,-2.72,-6.56,4.0,140
2018-01-02,3.63711744,660,19.838822399999998,20,-9.67,-2.72,-6.56,2.26,48
2018-01-02,2.5749504000000005,435,21.309934344827592,7,-9.67,-2.72,-6.56,1.65,137
2018-01-02,3.02556672,452,24.097434053097345,12,-9.67,-2.72,-6.56,1.76,236
2018-01-02,1.40012928,356,14.158610696629214,18,-9.67,-2.72,-6.56,1.56,166
2018-01-02,1.609344,625,9.269821440000001,17,-9.67,-2.72,-6.56,2.45,161
2018-01-02,0.6437376000000001,253,9.159902608695655,13,-9.67,-2.72,-6.56,1.05,162
2018-01-02,15.127833600000002,1058,51.47467009451797,12,-9.67,-2.72,-6.56,6.7,137
2018-01-02,3.5405568000000005,837,15.228201290322582,14,-9.67,-2.72,-6.56,1.0,143
2018-01-02,15.932505600000002,1128,50.84842212765958,4,-9.67,-2.72,-6.56,3.0,186
2018-01-03,14.484096000000001,1626,32.06810922509226,15,-8.22,-0.28,-4.5,5.75,164
2018-01-03,1.7219980800000003,339,18.28670527433629,12,-8.22,-0.28,-4.5,1.0,238
2018-01-03,3.79805184,970,14.095862498969073,19,-8.22,-0.28,-4.5,3.7,66
2018-01-03,11.635557120000001,2139,19.582985335203368,14,-8.22,-0.28,-4.5,5.96,230
2018-01-03,10.75041792,1321,29.29712680696442,22,-8.22,-0.28,-4.5,4.86,181
2018-01-03,5.793638400000001,608,34.30443789473684,0,-8.22,-0.28,-4.5,2.0,161
2018-01-03,1.89902592,550,12.429987839999999,7,-8.22,-0.28,-4.5,1.66,140
2018-01-03,7.306421760000001,1310,20.078716287022907,10,-8.22,-0.28,-4.5,3.0,230
2018-01-03,2.1404275200000002,508,15.168384000000003,23,-8.22,-0.28,-4.5,1.0,48
2018-01-03,7.45126272,1513,17.729375936549904,8,-8.22,-0.28,-4.5,4.06,140
2018-01-03,1.4484096000000002,367,14.20783258855586,9,-8.22,-0.28,-4.5,1.36,137
2018-01-03,13.357555200000002,1204,39.939533820598015,18,-8.22,-0.28,-4.5,6.6,138
2018-01-03,4.6670976,657,25.573137534246577,9,-8.22,-0.28,-4.5,2.35,231
2018-01-03,1.4966899200000001,304,17.723959578947373,7,-8.22,-0.28,-4.5,0.6,246
2018-01-03,1.54497024,309,17.999653281553396,23,-8.22,-0.28,-4.5,1.0,144
2018-01-03,1.2874752000000003,268,17.29444298507463,18,-8.22,-0.28,-4.5,1.35,158
2018-01-03,2.5749504000000005,605,15.322018909090914,23,-8.22,-0.28,-4.5,2.0,68
2018-01-03,2.8485388800000004,468,21.911837538461544,4,-8.22,-0.28,-4.5,2.94,193
2018-01-03,8.33640192,2254,13.314572720496894,19,-8.22,-0.28,-4.5,1.0,97
2018-01-03,5.4717696,987,19.95782224924012,17,-8.22,-0.28,-4.5,3.05,164
2018-01-03,2.5749504000000005,1129,8.210647865367584,11,-8.22,-0.28,-4.5,2.66,43
2018-01-03,3.4118092800000004,504,24.370066285714287,17,-8.22,-0.28,-4.5,1.7,262
2018-01-03,30.078639360000004,2001,54.114493601199406,22,-8.22,-0.28,-4.5,10.56,132
2018-01-03,3.3796224000000006,496,24.529517419354846,13,-8.22,-0.28,-4.5,1.95,262
2018-01-03,0.804672,444,6.524367567567568,16,-8.22,-0.28,-4.5,1.55,100
2018-01-03,17.380915200000004,2430,25.749504000000005,10,-8.22,-0.28,-4.5,8.7,138
2018-01-03,11.120567040000001,1651,24.248359384615384,19,-8.22,-0.28,-4.5,4.86,237
2018-01-03,3.4600896,867,14.367154048442906,10,-8.22,-0.28,-4.5,1.0,236
2018-01-03,1.02998016,179,20.714684782122905,19,-8.22,-0.28,-4.5,1.26,137
2018-01-03,5.632704,1020,19.880131764705883,16,-8.22,-0.28,-4.5,3.0,236
